operator,tenure_type,tenure_no,field,reservoir,basin,period,metric,value,date_str,date_parsed,time_period,year,half_year,fractional_year
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,No. of wells producing petroleum,15,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Total gas produced (Mm3),85.53,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Gas flared or vented (Mm3),0.11,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Gas used in production (Mm3),3.9,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Water (ML),488.9653,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,No. of wells producing petroleum,21,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Total gas produced (Mm3),108.37,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Gas flared or vented (Mm3),0.25,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Gas used in production (Mm3),5.11,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Water (ML),616.7417,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,No. of wells producing petroleum,20,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Total gas produced (Mm3),87.97,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Gas flared or vented (Mm3),0.09,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Gas used in production (Mm3),4.17,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Water (ML),310.0581,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,No. of wells producing petroleum,17,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Total gas produced (Mm3),57.87,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Gas flared or vented (Mm3),0.09,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Gas used in production (Mm3),3.32,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Water (ML),260.8617,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,No. of wells producing petroleum,19,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Total gas produced (Mm3),83.21,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Gas flared or vented (Mm3),0.1,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Gas used in production (Mm3),5.28,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Water (ML),506.187,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,No. of wells producing petroleum,20,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Total gas produced (Mm3),66.38,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Gas flared or vented (Mm3),0.13,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Gas used in production (Mm3),4.64,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Water (ML),280.91,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,No. of wells producing petroleum,24,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Total gas produced (Mm3),72.96,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Gas flared or vented (Mm3),0.17,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Gas used in production (Mm3),4.93,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Water (ML),282.8487,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,No. of wells producing petroleum,21,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Total gas produced (Mm3),59.92,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Gas flared or vented (Mm3),0.08,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Gas used in production (Mm3),3.65,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Water (ML),220.0827,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,No. of wells producing petroleum,22,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Total gas produced (Mm3),44.16,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Gas flared or vented (Mm3),0.07,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Gas used in production (Mm3),2.31,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Water (ML),161.468,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
QGC,PL,179,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,No. of wells producing petroleum,27,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Total gas produced (Mm3),16.03,30/6/2011,2011-06-30,H1 2011,2011,0,2011
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Gas flared or vented (Mm3),0.04,30/6/2011,2011-06-30,H1 2011,2011,0,2011
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Gas used in production (Mm3),0.74,30/6/2011,2011-06-30,H1 2011,2011,0,2011
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Water (ML),113.6642,30/6/2011,2011-06-30,H1 2011,2011,0,2011
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,No. of wells producing petroleum,4,30/6/2011,2011-06-30,H1 2011,2011,0,2011
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Total gas produced (Mm3),19.97,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Gas flared or vented (Mm3),0.11,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Gas used in production (Mm3),0.9,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Water (ML),139.97,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,No. of wells producing petroleum,4,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Total gas produced (Mm3),23.57,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Gas flared or vented (Mm3),0.03,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Gas used in production (Mm3),1.08,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Water (ML),132.1784,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,No. of wells producing petroleum,11,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Total gas produced (Mm3),79.65,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Gas flared or vented (Mm3),0.2,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Gas used in production (Mm3),3.77,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Water (ML),430.9726,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,No. of wells producing petroleum,24,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Total gas produced (Mm3),59.48,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Gas flared or vented (Mm3),0.07,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Gas used in production (Mm3),2.84,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Water (ML),227.5865,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,No. of wells producing petroleum,19,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Total gas produced (Mm3),48.08,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Gas flared or vented (Mm3),0.08,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Gas used in production (Mm3),2.7,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Water (ML),279.9152,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,No. of wells producing petroleum,26,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Total gas produced (Mm3),94.23,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Gas flared or vented (Mm3),0.11,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Gas used in production (Mm3),5.98,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Water (ML),606.8148,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,No. of wells producing petroleum,26,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Total gas produced (Mm3),82.3,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Gas flared or vented (Mm3),0.16,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Gas used in production (Mm3),5.77,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Water (ML),446.52,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,No. of wells producing petroleum,30,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Total gas produced (Mm3),98.79,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Gas flared or vented (Mm3),0.22,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Gas used in production (Mm3),6.68,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Water (ML),532.0492,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,No. of wells producing petroleum,25,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Total gas produced (Mm3),106.71,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Gas flared or vented (Mm3),0.14,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Gas used in production (Mm3),6.5,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Water (ML),435.9078,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,No. of wells producing petroleum,26,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Total gas produced (Mm3),102.89,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Gas flared or vented (Mm3),0.15,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Gas used in production (Mm3),5.3,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Water (ML),404.8768,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
QGC,PL,229,Argyle,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,No. of wells producing petroleum,26,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Total gas produced (Mm3),NA,30/6/2011,2011-06-30,H1 2011,2011,0,2011
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Gas flared or vented (Mm3),NA,30/6/2011,2011-06-30,H1 2011,2011,0,2011
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Gas used in production (Mm3),NA,30/6/2011,2011-06-30,H1 2011,2011,0,2011
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Water (ML),NA,30/6/2011,2011-06-30,H1 2011,2011,0,2011
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,No. of wells producing petroleum,NA,30/6/2011,2011-06-30,H1 2011,2011,0,2011
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Total gas produced (Mm3),NA,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Gas flared or vented (Mm3),NA,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Gas used in production (Mm3),NA,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Water (ML),NA,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,No. of wells producing petroleum,NA,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Total gas produced (Mm3),NA,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Gas flared or vented (Mm3),NA,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Gas used in production (Mm3),NA,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Water (ML),NA,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,No. of wells producing petroleum,NA,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Total gas produced (Mm3),NA,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Gas flared or vented (Mm3),NA,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Gas used in production (Mm3),NA,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Water (ML),NA,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,No. of wells producing petroleum,NA,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Total gas produced (Mm3),NA,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Gas flared or vented (Mm3),NA,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Gas used in production (Mm3),NA,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Water (ML),NA,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,No. of wells producing petroleum,NA,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Total gas produced (Mm3),NA,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Gas flared or vented (Mm3),NA,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Gas used in production (Mm3),NA,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Water (ML),NA,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,No. of wells producing petroleum,NA,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Total gas produced (Mm3),NA,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Gas flared or vented (Mm3),NA,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Gas used in production (Mm3),NA,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Water (ML),NA,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,No. of wells producing petroleum,NA,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Total gas produced (Mm3),NA,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Gas flared or vented (Mm3),NA,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Gas used in production (Mm3),NA,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Water (ML),NA,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,No. of wells producing petroleum,NA,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Total gas produced (Mm3),NA,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Gas flared or vented (Mm3),NA,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Gas used in production (Mm3),NA,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Water (ML),NA,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,No. of wells producing petroleum,NA,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Total gas produced (Mm3),NA,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Gas flared or vented (Mm3),NA,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Gas used in production (Mm3),NA,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
QGC,PL,229,Argyle East,Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Water (ML),NA,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
